IDv2,Speakers,Source,Date added,Raw Thumbnail,Branded Thumbnail,Languages by ISO Code,Captions by ISO Code,Languages Used,Alternate Name,Speaker Notes,Intake notes,Video Nation,Youtube Publish Schedule,Public (Youtube),Licenses,Publicity Clause,Transcribed,Transcription,Translation,Notes,italki call to action,italki active language,italki video has link,Publish order,Secondary Publish,Published on (Facebook),Facebook URL,Languages per video,Youtube Banners Updated,Youtube ID,Youtube URL,Demographics,Geneaology,Top level genealogy per language,Given language name,Video Description,Continent,.IDv1,Record Created At,Video Territory,Caption File Link
Krishna_20160721_bho,Krishna__20160721,Satdeep_Gill_,7/21/2016,Screen Shot 2017-01-31 at 16.19.36.png (https://dl.airtable.com/g3sfPtjSPWcdUU15hRdA_Screen%20Shot%202017-01-31%20at%2016.19.36.png),Krishna_s1_M_20160721_bho.jpg (https://dl.airtable.com/qw1vjPjxTV2wS03RuKcG_Krishna_s1_M_20160721_bho.jpg),bho,,Bhojpuri,,,,,2/23/2017,Public,CC BY-SA 4.0,checked,,,,,,1 checked out of 1,,,,,,1,,c05NPQFxnlc,https://youtu.be/c05NPQFxnlc,"37,800,000 in India (2001 census). Population total all countries: 39,716,000.","Indo-European, Indo-Iranian, Indo-Aryan, Eastern zone, Bihari",Indo-European,§,,Eurasia,,2016-7-22,,
Raj_20160622_bgq,Raj_Kamal_20160622,Satdeep_Gill_,6/22/2016,Raj_20160622_bgq.png (https://dl.airtable.com/8Vsr2HIRKj8BO3zajrQ8_Raj_20160622_bgq.png),Raj_20160622_bgq.jpg (https://dl.airtable.com/T2iiQvLRLWVGZZlIWdFE_Raj_20160622_bgq.jpg),bgq,eng,Bagri,,,,,9/19/2017,Public,CC BY-SA 4.0,,,,,,,1 checked out of 1,,,,,,1,,F4xgvj4kSnU,https://youtu.be/F4xgvj4kSnU,"647,000 in India (2001 census). Population total all countries: 847,000. 162,000 monolinguals.","Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Rajasthani, Unclassified",Indo-European,§," This video was recorded by Satdeep Gill in Patiala, Punjab, India, where Raj lives and studies. Bagri is spoken by at least two million people, primarily in the north Indian states of Rajasthan, Punjab, and Haryana. An Indo-European language of the Indo-Aryan linguistic family, it is considered by linguists to be a member of the Rajasthani subgroup, bearing close resemblance to several other languages, including Marwari, Malvi, and Mewati. As such, these mother tongues are sometimes described as dialects of a single ‘Rajasthani language’. Politically, Bagri is only recognized in the latter form, as ‘Rajasthani’ is one of Rajasthan’s official languages. As Bagri, the language goes unrecognized, though still actively spoken nonetheless.",Eurasia,,2016-6-22,,https://www.dropbox.com/sh/ym4rhp7441s45j7/AAB8thn6Poml7EDxG-GXr8oYa?dl=0
Valentine_20160713_ibo,Valentine__20160713,Noah_Sullivan_20160610,7/13/2016,,Valentine_s1_M_20160713_ibo.jpg (https://dl.airtable.com/eMagrMYaTsOgd3xZXsng_Valentine_s1_M_20160713_ibo.jpg),ibo,,Igbo,,,,,9/9/2016,Public,CC BY-NC 3.0,,,,,,,1 checked out of 1,,,,,,1,,iXUwLs4kNvc,https://youtu.be/iXUwLs4kNvc,"18,000,000 (Wiesenfeld 1999).","Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",Niger-Congo,§,,Africa,,2016-7-13,,
Noah_20160610_eng+gle,Noah_Sullivan_20160610,Noah_Sullivan_20160610,6/10/2016,Screen Shot 2016-12-02 at 13.07.59.png (https://dl.airtable.com/vmvCZNhWQWODmppkgSu4_Screen%20Shot%202016-12-02%20at%2013.07.59.png),Noah_s2_M_20160610_eng+gle.jpg (https://dl.airtable.com/ZwK6u3TKSbmlZ1DmnuSW_Noah_s2_M_20160610_eng%2Bgle.jpg),"eng,gle",,"English, Irish",,,,,12/2/2016,Public,CC BY-NC 3.0,checked,,,,,"Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng, Get a free Irish lesson with italki: http://promos.italki.com/wikitongues_gle",2 checked out of 2,,,,,,2,,TzN8Kl3SBME,https://youtu.be/TzN8Kl3SBME,"55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000., 138,000 in Ireland (ELDIA 2012). Population total all countries: 276,310. L2 users: 1,000,000 in Ireland (ELDIA 2012).","Indo-European, Germanic, West, English, Indo-European, Celtic, Insular, Goidelic",Indo-European,§,,"Eurasia, Eurasia, Eurasia",,2016-6-22,,
Ngawang_20161226_tsj,Ngawang_Zepa_20161226,"Phurba_Wangdi_,Ngawang_Zepa_",12/26/2016,,,tsj,,Tshangla,,,,,,To Upload,CC BY-NC 3.0,checked,,,,,,1 checked out of 1,,,,,,1,,,No ID,"140,000 in Bhutan (1999 SIL). Population total all countries: 158,200.","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish",Sino-Tibetan,§,,Eurasia,,2016-12-27,,
Manuel_20161114_yua,Manuel_Poot_20161114,Nat_Pendleton_20161101,11/14/2016,,,yua,,"Maya, Yucatec",,,,,,To Upload,CC BY-SA 4.0,,,,,,,1 checked out of 1,,,,,,1,,,No ID,"735,000 in Mexico (2000 INALI). Population total all countries: 766,000. 58,800 monolinguals (2007).","Mayan, Yucatecan-Core Mayan, Yucatecan, Yucatec-Lacandon",Mayan,§,,Americas,,2016-11-17,,
Nat_20161101_yua,Nat_Pendleton_20161101,Nat_Pendleton_20161101,11/1/2016,,,yua,,"Maya, Yucatec",,,,,,To Upload,CC BY-NC 3.0,checked,,,,,,1 checked out of 1,,,,,,1,,,No ID,"735,000 in Mexico (2000 INALI). Population total all countries: 766,000. 58,800 monolinguals (2007).","Mayan, Yucatecan-Core Mayan, Yucatecan, Yucatec-Lacandon",Mayan,§,,Americas,,2016-11-17,,
Hilario_20161101_yua,Hilario_ChiCanul_20161101,Nat_Pendleton_20161101,11/1/2016,Hilario_s1_M_20161101_yua.png (https://dl.airtable.com/IlBgZdcR1KzpNreLMYSo_Hilario_s1_M_20161101_yua.png),Hilario_s1_M_20161101_yua.jpg (https://dl.airtable.com/bjik2b3pTZCqwR4Lnhlj_Hilario_s1_M_20161101_yua.jpg),yua,,"Maya, Yucatec",,,,,12/11/2016,Public,CC BY-NC 3.0,,,"[First I asked him what work he did with Apocalypto, then he describes that work in these words) Tene' ti' Apocalyptoe', ba'ax tin beetaje'... Tin beetaj jun p'éel sut ts'íib, tuláakal u analte'il Apocalypto beeta'abe' (...) ka taalen túun t'anbile', ka a'alab ten ka xi'iken in wil le meyaj beeta'abo', tumen túun ts'oka'an u su'utul ka'ach ich maaya, chen ba'axe' a'ala'abe' le maaya yaan te'elo' k'a'ana'an u yila'al tumen jun túul máak jach jach u yáax t'aanae' maaya, ka'ap u máan kaxbil tuláakal yóok'ol lu'um, ka beeta'ab casting Estados Unidos, México, Candá te' tu'ux ojelta'an yaan maaya'obo', ka k'ucho'ob wey Cancúune' ka binen in beet casting (a casting call). In túukul ka'ache' táak ka'ach in jóok'ol te' cha'ano', je'ex actor , jaaj wa je ba'ax bey taak u beeta'alo', ts'áa e'esaj bix u ya'ala'alo'. Je'elo', kin wa'alike', pus ma' in wóojel bix úuch u jóok'ol beyo', tene' ka binene' ka'ap in wa'alik ti'obe', tene' in wóojel maaya, kin t'anik maaya, yaan ten mejen meyajo'ob in beetmaj tu yóok'ol maaya'ob tu'ux ka'ach tin xooke', ti' in we'esik bix yanik le paalitsiltalo', wa le esclavitud; le paalitsilil ku ya'ala'al úuchilo', Je'elo', ka'ap in we'esik túun ti'ob in mejen meyaj bey ti'obo', le mejen videoo', le táabsaj óochelo'ob beyo', ka tu yilo'ob. Mij jach... mij jach ich u wi'inalil octubre ka taalen t'anbil, ka a'alab tene' tin t'a'anal Méejico ka xi'iken in wil le meyajo', ts'oka'an u beeta'al, chen ba'axe' je'el u páajtal in meyaj xane', ka a'ala'ab tene' chen óox p'éel k'iin:\&quot;táas a nook' chen ti' óox p'éel k'íin\&quot;, ken ts'o'okoke' ka ka'a suut, ka binen Méejico, ka binen in wa'al ti' in na' yéetel in láak'o'ob yano'ob Naranjal Poniente, kajakbalo'ob yáanal ts'u' k'áax te' báantaa. Je'elo', ka binen, ka k'uchen túun tu noj kaajil Méejicoe' ka káaj in meyaj, ka ila'ab bix in meyaje', ka a'ala'ab tene' ma' an bin hasta u ts'o'ol le meyaja'.","Hilario talks of his experience as the voice coach for the actors in Mel Gibson\&#039;s Apocalypto. The film needed to have a genuine Maya script, so he reviewed the script and made it genuine. Hilario knew and knows Maya the way it used to be and this is what he taught. (Pre-hispanic Maya: note that modern Maya uses several Spanish loan words.) /// He taught actors from various Indian Nations (from the US, Canada and Mexico) how to pronounce their lines in Yucatec Maya. They had to look all over the world to find some one who had a full depth knowledge of (pre-hispanic) Maya. For example, the word Slavery or paalitsilil as it was called previously (previous to Spanish invasion). He went to a casting call in Cancun, was selected and then he went to Mexico City to get the script. Then in a period of 3 days after checking with his family in Naranjal Poniente, he produced a (revised, pure Maya) script and went back to Mexico where he stayed until he finished the work (of teaching the actors to pronounce and speak Maya correctly).
Optional Message: Here ",,,1 checked out of 1,,,,,,1,,z8eTwjQCCuA,https://youtu.be/z8eTwjQCCuA,"735,000 in Mexico (2000 INALI). Population total all countries: 766,000. 58,800 monolinguals (2007).","Mayan, Yucatecan-Core Mayan, Yucatecan, Yucatec-Lacandon",Mayan,§,,Americas,,2016-11-17,,
Naoki_20161227_ryu+myv+xal+prg,Naoki_Watanabe_20161227,"Lindie_Botes_20130919,Naoki_Watanabe(渡辺尚輝)_",12/27/2016,Screen Shot 2017-01-19 at 15.14.27.png (https://dl.airtable.com/dWRdMbsbTQSootRRSWe3_Screen%20Shot%202017-01-19%20at%2015.14.27.png),Naoki_s4_M_20161227_ryu+myv+xal+prg.jpg (https://dl.airtable.com/0YasGIPjTg0ngc1lkiiT_Naoki_s4_M_20161227_ryu%2Bmyv%2Bxal%2Bprg.jpg),"ryu,myv,xal,prg",,"Okinawan, Central, Erzya, Kalmyk-Oirat, Prussian",Kalmyk,,,,1/28/2017,Public,CC BY-NC 3.0,,,"Okinawan

くれーや我（わ）ー沖縄口（うちなーぐち）ぬ胴挨拶(どぅーえーさち)ぬ 試（くくる）みやいびーん。御総様（ぐすーよー）、今日拝なびら（ちゅうをぅがなびら）。頑丈（がんじゅう）やみしぇーみ？初みてぃ拝（をぅが）なびら。我（わ）んぬ名（なー）や渡辺 尚輝（わたーなび しゅーち）やいびーん。我んねー埼玉県ぬ戸田市から来(ちゃ)たる帰国子女やいびーん。ミシガンとぅインディアナんじ十一（じゅういち）年（にん）暮（く）らさびーたん。うふぇ一沖縄口いゆーすん話（はな）しーゆーさびーん。我んねー沖縄や好（し）ちゃびーん。 我んねー沖縄口 習（なりゃ）とーびーんやいびーん。我んや２０１３年（にせんじゅーさんにん）に沖縄（うちなー）んかいんじゃるばすに沖縄口ぬ勉強（びんちょう）初（はじ）みやびたん。沖縄口使（ちか）てぃやー我びけー無（ねー）やびらんたん。沖縄（うちなー）や沖縄人（うちなーんちゅ）ぬ所（とぅくる）ぬくとぅ覚（うび）てぃ呉（くぃ）りよー。沖縄人ぬちゃー！生まり島ぬ言葉（くとぅば）忘（わし）りーねー国（くに）ん忘りゆん。沖縄やー沖縄人ぬ物（むん）どぅやる。一杯御拝（いっぺーにふぇー）でーびーる！宜（ゆた）しく御願（うにげー）さびら。今（なま）から行（ん）じ来ゃ（ちゃ）ーびら！

This is my attempt to introduce myself in Okinawan. Greetings everyone. How are you? Pleased to meet you. My name is Watanabe Naoki (Wataanabi Shuuchi in Okinawan). I am a Kikokushijo from Toda, Saitama. I lived in Michigan and Indiana for 11 years. I speak a little Okinawan. I'm learning Okinawan. I started learning Okinawan in 2013 when I went to Okinawa for my school trip. I was the only person in my school who attempted to use Okinawan. Remember, Okinawa is the land of Okinawan. Okinawans! Forget your birth island's language, forget your nation. Thank you very much! Pleased to be acquainted with you. Good bye!

これは私の沖縄語での自己紹介。皆さん、こんにちは。元気ですか？初めまして。私の名前は渡辺尚輝と申します。埼玉県戸田市出身の帰国子女です。１１年間ミシガンとインディアナに住んでいました。沖縄語を少し話せます。沖縄語を学んでいます。２０１３年に学校の修学旅行のため沖縄に行った時に沖縄語を学び始めました。高内私だけが沖縄語を話そうとした。沖縄は沖縄人の土地のことを覚えていてください。沖縄人達！自分の故郷の言語を忘れることは自分の民族を忘れることだ。どうもありがとうございました。よろしくお願いします。さよなら！

Kalmyk

Эн видео болн мини келсн үг Нарт-делкә деер бәәдг геедерҗәх келдин WikiTongues гидг сайтын төлә кесн бәәнә. Мини эңкр нәәҗнр – күндтә Хальмгуд болн талдан олн-әмтн – мана алдр иньгллтин нерн деерәс би таднд менд күргҗәнәв. Мини нерн Наоки (尚輝) гидг, та цуһар меднәт. Би 19 наста оютн. Би танас холд бәәнәв - Япон орн-нутгин Сайтама района Тода гидг балһснд. Болв, баһ насндан, 11 җил күртл би Америкад бәәләв. Би ода Токиоин София Ик Сурһульд даснав. Өдгә цагт Хальмг келн баһар меддүв болв би Хальмг келн дасчанав, юңгад гихлә нанд Хальмг Таңһч йир таасгдна. Европад Хальмгуд – һанцхн Моңhл болн Бурхн Багшин Номин улс. Миниһәр болхла Хальмг тууҗ болн Хальмг келн йир соньн. Харм төрхд, олн Хальмг баhчуд төрскн келн медшшго. Эн болхла ик гидг зовлң. Би Хальмг келнә босллһнд иткҗәнәв. Ода Хальмг келн дасчанав болн Хальмгар шүлгүд бичнәв. Энҗл, Туула сарин дөрвнлә, Диснейин «Frozen» гидг фильмин «Let It Go» гидг дууна орчулвран чиләчкув.   Мини күндтә Хальмгуд, оньган өгтн! Тана улсин заян тадна hарт бәәнә. Диилвр эврән ирдм биш, эркн биш терүнә төлә ноолддм гиhич. Альд йовв чигн, сан, тана өвкнр кезәнк сәәд әмтн билә, та теднә салтр болҗанат, тер учрас, таднд му йовдл һарһх зөв уга. Цуһар менд амулң болтха! Мана Хальмг Таңһч мандатха!   Хальмг тууҗ, Хальмг сойл, болн Хальмг келн мөңкртхә!  Нәәҗнр, буйн болтха, шин Хальмг босллһн төлә, Хальмгаһар күүндий!  Хальмг төрскн орн-нутг төлә, төрскн келән бичә марттн! Хальмгуд уралан!  Төрскн нутгтан күчән нерәдәд,  Толһа менд җирһий!  Төрскн нутгтан күчән нерәдәд,  Шин Хальмг босллһн төлә!   Англь Келәр Oрулх/English Translation This video and my speech is for the endangered language site WikiTongues. My dear friends –– dear Kalmyks and other peoples –– on behalf of our glorious friendship I greet you. As you know, my name is Naoki (尚輝). I’m a 19 year old student. I live far from you ––in the town of Toda, in the Japanese Prefecture of Saitama. However, I’ve lived in America for 11 years. I currently study at Sophia University in Tokyo. Currently I speak only a little Kalmyk but I’m learning Kalmyk because I love Kalmykia. The Kalmyks are the only Mongolic and Buddhist nation in Europe. I think Kalmyk history and language is fascinating. Alas, many young Kalmyks don’t know their native language. This is a significant problem. I desire the preservation and revival of the Kalmyk language. I’m now learning Kalmyk and I write poetry in Kalmyk. This year, on January 4th, I finished translating the song “Let It Go” from the Disney film “Frozen” into Kalmyk.   My dear Kalmyk friends, give me your attention! The fate of your nation is in your hands. Victory doesn’t come by itself, it must be earned! Remember always, you are descendants of an ancient and noble people, and therefore have no right to an unworthy act. May everything go well! Prosperity to our Kalmykia!   Long live Kalmyk history, Kalmyk culture, and Kalmyk language!  Comrades, please, for the new Kalmyk revival, speak Kalmyk!  For the Kalmyk homeland, never forget your native language! Forwards, Kalmyks!  Let's devote our power to the homeland,  and live long happily!  Let's devote our power to the homeland,  For the new Kalmyk revival!  Япон Келәр Oрулх/日本語訳 このビデオとスピーチはWikiTonguesと言う危機に瀕する言語をサポートするサイトのためです。皆さん–カルムイク人とその他の人々–我々の偉大な友情のため挨拶を申し上げます。皆さんは知っていますが、私は尚輝と申します。１９歳の大学生です。私は皆さんから遠く住んでいます。埼玉県の戸田市に住んでいます。だが、１１年間アメリカで過ごしました。現在東京の上智大学で学んでいます。カルムイク語は少ししか話せませんが、カルムイキアが好きなので勉強しています。カルムイク人はヨーロッパ唯一の仏教徒•モンゴル系の民族です。カルムイク史とカルムイク語は素晴らしいと思います。だが、多くの若いカルムイク人は自国の母語を知りません。これは大変な問題です。私はカルムイク語の復活を望みます。私は現在カルムイク語を学び、カルムイク語で詩を書いています。今年の１月４日に、ディズニー映画の『アナと雪の女王』の『ありのまま』と言う歌のカルムイク語訳を作り上げました。   愛しいカルムイク人の皆さん、これに注目してください！自分の民族の運命は自分の手にあります。勝利は自動的に来るものでは無く、値されるものです。あなた達は古い、立派な人々の子孫であり、ふさわしくない行動を行う権利は無い。全てがよく行くように！我等のカルムイキアに繁榮を！   カルムイクの歴史、文化、言語万歳！  皆さん、新たなカルムイクの復活のために、カルムイク語で話してください！  カルムイク母国のため、母語を絶対忘れるな！カルムイク人、進撃しろ！  祖国に力を与えましょう、  豊かな人生のために！  祖国に力を与えましょう、  新たなカルムイクの復活のために！

Erzya

Шумбратадо паро Эрзят! Кода тевтне? Теевтяно содавиксэкс. Монь лемем Уатанабэ Наоки. Мон университетэнь тонавтниця Япониясто ды монень 19 (кевейксэе) иеть. Мон Тайванень фирмань «Glossika»-нь, конёвксонь «Japanese For Teenagers» сёрмадыця. Мон эринь Америкасо 11 (кевейкее) иеть.   Монь вечкевикст тевть: Ю-Ги-О, шахматат, Айкидо, ловномс валморот, романт, ды фанфикт. Монь тиринь келем - Япононь кель. Ней мон парсте кортан Американонь Англань ды Япононь кельтнесэ ды аламодо содан Мадьяронь, Рузонь, Манчжуронь ды Калмыкень келест. Пек аламодо содан Окинавонь, Пруссонь кельть ды Япононь Кедевкель.   Мон вечкан Эрзянь Масторонть. Монь ули мелем эрямс Эрзятнень марто ялгаксчисэ секс мекс монь ули мелем тонавтнемс Эрзянь келенть. Ней мон Эрзянь кельсэ арас кортан, мон ансяк КАРМАН ушодан тонавтнеме. Мон ушодынь Эрзянь кельде секскак мон вечкан Эрзянь моронть ""Колмо Штатолт"" ды ули мелем ловномс ""Масторава""де. Мон арсян Эрзянь культурась ды эрямопингесь интересной ды вадря ды мон Эрзямассонь Олёна ды Инязор Пургазонтьак вечкан. Шумбрачи Эрзянь Мастор! Эряк ламо иестэ Эрзянь Масторось! Уледе шумбрат, Эрзянь ялгат, инескеть, кортадо Эрзякс, Эрзянь Масторонть кисэ! Весе масторонь Эрзят, веинзадо! Покш сюкпря ваноманть кисэ!  Англань ютавтома/English translation:  Hello good Erzyans! How are you? Let's get acquainted. My name is Naoki Watanabe. I’m a university student from Japan and I'm 19 years old. I'm the author of ""Japanese For Teenagers"" by the Taiwanese company ""Glossika"". I've lived in America for 11 years.  My hobbies are Yu-Gi-Oh, chess, Aikido, and reading poetry, novels, and fanfiction. My native language is Japanese. I'm currently fluent in American English and Japanese and I can speak some Hungarian, Russian, manchu and Kalmyk. I'm also a beginner in Okinawan, Prussian, and Japanese Sign Language.  I love Erzyan Mastor (the Erzya land). I'd like to befriend Erzyans to improve my Erzya. Currently I don’t speak Erzya but I WILL learn it. I’m interested in Erzya because I love the Erzya song «Kolmo Shtatolt» and also want to read the «Mastorava». I think Erzya culture and history is interesting and great and I also love Erzyamassonj Olyona and Inäzor Purgaz. Long live Erzyan Mastor! May Erzyan Mastor last forever! Dear Erzyan comrades, please, speak Erzya, for Erzyan Mastor! Erzyans of all countries, unite! Thank you very much for your attention!  Япононь ютавтома/日本語訳:  エルジャ人達、こんにちは！元気ですか？知り合いになりましょう。私の名前は渡辺尚輝です。私は日本出身の１９歳の大学生です。台湾の企業GlossikaのJapanese For Teeangersと言う本の作者です。１１年間アメリカで過ごしました。  私の趣味は遊戯王、チェス、合気道、と読書（詩歌、小説、ファンフィクション）です。私の母語は日本語です。現在私はアメリカ英語と日本語を流暢に話し、ハンガリー語、ロシア語、満州語、とカルムイク語を少し話すことができます。沖縄語、プロシア語、と日本手話も少しできます。  エルジャン•マストル（エルジャの祖国）が好きです。エルジャ語を向上させるためにエルジャ人の友達を作りたいです。現在エルジャ語を話すことができませんが絶対学びます。エルジャ語に関心をもった理由はエルジャ語の歌「コルモ•シュタトルト」が気に入ったことと「マストラヴァ」を読みたいからです。エルジャの文化と歴史は面白いし凄いと思いますし、エルジャマソニ•オリョーナとプルがズ大公も好きです。エルジャン•マストル万歳！エルジャン•マストルが永遠に続くように！愛しいエルジャ人達、エルジャン•マストルのためにエルジャ語を話してください！万国のエルジャ人よ、団結せよ！見ていただきありがとうございます！

Prussian

Wisēimans, kaīls! Kāi tebbei ēit di? Majs emmens ast Naoki Watanabe. As asma iz Japānija be as asma 19 (Newīnadesimt) wāran. As ni bilāi labban Prūsiskan adder as studijja, pēr as mīli Prūsa be Prūsiskai istōrija be kultūri. Niwārai māise prūsiskan gedda, beggi ni bēi tērpautan. Adder as nadruwēi kitawīdintun stan dīwai. Beggi as wīrst pradīwuns waitjātwei prūsiskai tūls! Stu tūls laimīngiskan pēr nusā Nawa Prūsiskai skatīsnā! Mīlai tin pazinātun! Prūsiskan Emprābutskan!

Ēngliska Talkausnā

Hello everyone!  How are you?  My name is Naoki Watanabe.  I’m from Japan and I’m 19 years old.  I don’t speak Prussian well but I study it because I love Prussia and Prussian history and culture. Recently my Prussian has decayed from lack of use but I hope to change that soon as I will start practicing Prussian more!  In the name of prosperity for our Neo Prussian movement! Nice to meet you! Prussian Forever!

Japāniska Talkausnā

皆さん、こんにちは！元気ですか？私の名前は渡辺尚輝。日本出身の１９歳です。プロシア語は流暢に話せませんがプロシアをプロシアの歴史と文化が気に入ったから勉強しています。近頃私のプロシア語は練習不足により悪化しましたが、プロシア語もっと練習するつもりなのでそれを変えることを考えています。我等の新プロシア運動の繁栄のために！よろしくお願いします！永遠にプロシア語を！",,,,4 checked out of 4,,,,,,4,,k3x-2IhJwjo,https://youtu.be/k3x-2IhJwjo,"984,000 (2000). Ethnic population: 1,200,000 (2000 Yukio Uemura)., 36,700 in Russian Federation (2010 census). Population total all countries: 119,330. Ethnic population: 57,000 (2010 census)., 80,500 in Russian Federation (2010 census). Population total all countries: 360,500. Ethnic population: 183,000 (2010 census)., No known L1 speakers. L2 users: 50.","Japonic, Ryukyuan, Amami-Okinawan, Southern Amami-Okinawan, Uralic, Mordvin, Altaic, Mongolic, Eastern, Oirat-Khalkha, Oirat-Kalmyk-Darkhat, Indo-European, Baltic, Western",Japonic,§Kalmyk,,"Eurasia, Eurasia, Eurasia, Eurasia",,2016-12-27,,
Hans_20160601_srn,Hans__20160601,Marcos_VanLukaña_,6/1/2016,Screen Shot 2016-07-05 at 23.42.33.png (https://dl.airtable.com/i6Efryx7S46uLAOnXYEs_Screen%20Shot%202016-07-05%20at%2023.42.33.png),Hans_s1_M_20160601_srn.jpg (https://dl.airtable.com/WDWkBkqRvGV9n8eHxQx0_Hans_s1_M_20160601_srn.jpg),srn,,Sranan,Surinamés,,,,7/6/2016,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,,VnVR__nf0HI,https://youtu.be/VnVR__nf0HI,"120,000 in Suriname (1993). Population total all countries: 126,400. L2 users: 300,000 in Suriname.","English Creole, Atlantic, Suriname",English Creole,§Surinamés,,Americas,,2016-6-3,,
Linh_20170516_vie,Linh__20170516,Lena_Nitsche_,5/16/2017,,,vie,,Vietnamese,Southern Vietnamese,,,,,To Upload,Standard,,,,,,Get a free Vietnamese lesson with italki: http://promos.italki.com/wikitongues_vie,1 checked out of 1,,,,,,1,,,No ID,"65,800,000 in Viet Nam (1999 census). Population total all countries: 67,778,030. Ethnic population: 73,600,000 (2009 census).","Austro-Asiatic, Mon-Khmer, Viet-Muong, Vietnamese",Austro-Asiatic,§Southern Vietnamese,,Eurasia,,2017-1-24,,
Khady_20160329_wol,Khady_Ndoyé_20160329,Khady_Ndoyé_20160329,3/29/2016,Screen Shot 2016-04-04 at 17.43.38.png (https://dl.airtable.com/gky5QOyIRVNwtAG6CVrw_Screen%20Shot%202016-04-04%20at%2017.43.38.png),Khady speaking Wolof and French.jpg (https://dl.airtable.com/ue4tdgPUTpSMkl83f8cg_Khady%20speaking%20Wolof%20and%20French.jpg),wol,,Wolof,,,,,4/4/2016,Public,Standard,,,,,,,1 checked out of 1,,99,,,,1,checked,tZOsIs1wIBg,https://youtu.be/tZOsIs1wIBg,"3,930,000 in Senegal (2006). Population total all countries: 3,976,500.","Niger-Congo, Atlantic-Congo, Atlantic, Northern, Senegambian, Fula-Wolof, Wolof",Niger-Congo,§,,Africa,,2016-3-30,,
Kevin_20160301_por,Kevin__20160301,Kevin__20160301,3/1/2016,,Kevin speaking Portuguese.jpg (https://dl.airtable.com/9pemRC2HTZettOtBr7QK_Kevin%20speaking%20Portuguese.jpg),por,,Portuguese,,,,,3/15/2016,Public,CC BY-NC 3.0,,checked,,,,Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por,1 checked out of 1,,,,,,1,checked,IToXFdBAPeU,https://youtu.be/IToXFdBAPeU,"10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,§,,"Eurasia, Eurasia",,2016-3-14,,
Jack_20161128_lad,Jack_Benmayor_20161128,John_Kazaklis_20160415,11/28/2016,Screen Shot 2016-12-19 at 09.17.39.png (https://dl.airtable.com/mFSrfbPfRYqJjb1GpdYU_Screen%20Shot%202016-12-19%20at%2009.17.39.png),Jack_s1_M_20161128_lad.jpg (https://dl.airtable.com/mErDZjUXQLeAVmQxOKlv_Jack_s1_M_20161128_lad.jpg),lad,,Ladino,,,,,12/20/2016,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,,xMaydZp_J30,https://youtu.be/xMaydZp_J30,"100,000 in Israel (1985). Population total all countries: 112,130.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,§,,Eurasia,,2016-11-30,,
Sali_20161130_bul,Sali__20161130,John_Kazaklis_20160415,11/30/2016,Sali_s1_M_20161130_bul.png (https://dl.airtable.com/rdOyfQNFQ0yxzfMllpRH_Sali_s1_M_20161130_bul.png),tPyPf2wR3yMXWIC1lPse_Sali_s1_M_20161130_bul.jpg (https://dl.airtable.com/E97Di5OTlCBSEsYbAuNN_tPyPf2wR3yMXWIC1lPse_Sali_s1_M_20161130_bul.jpg),bul,,Bulgarian,Pomak,,,,3/7/2017,Public,CC BY-NC 3.0,checked,,,,,Get a free Bulgarian lesson with italki: http://promos.italki.com/wikitongues_bul,1 checked out of 1,,,,,,1,,xYUS0HFhkW0,https://youtu.be/xYUS0HFhkW0,"7,020,000 in Bulgaria (ELDIA 2012). Population total all countries: 8,157,770.","Indo-European, Slavic, South, Eastern",Indo-European,§Pomak,,Eurasia,,2016-12-2,,
